bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_stage4_qwen_source_tracing_strict_full_hookfix_top8,70,0.9166649682815099,0.8855328798185943,0.03084334670460935,0.03081882892678805,2.4517777821301457e-05,0.0,0.0,0.0,2.0,2.0,0.0,16.914285714285715,16.928571428571427,-0.014285714285714285,16.0,16.0,0.0
__all__,70,0.9166649682815099,0.8855328798185943,0.03084334670460935,0.03081882892678805,2.4517777821301457e-05,0.0,0.0,0.0,2.0,2.0,0.0,16.914285714285715,16.928571428571427,-0.014285714285714285,16.0,16.0,0.0
