bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_stage4_qwen_source_tracing_primary_full_expanded_v2_L22_top16,70,0.9355437701396349,0.9215353105675687,0.03633847540419628,0.03741369979743197,-0.0010752243932356954,0.0,0.0,0.0,2.0,2.0,0.0,16.485714285714284,16.457142857142856,0.02857142857142857,16.0,16.0,0.0
__all__,70,0.9355437701396349,0.9215353105675687,0.03633847540419628,0.03741369979743197,-0.0010752243932356954,0.0,0.0,0.0,2.0,2.0,0.0,16.485714285714284,16.457142857142856,0.02857142857142857,16.0,16.0,0.0
