bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_stage4_qwen_source_tracing_strict_full_hookfix,70,0.9162698412698415,0.8898701298701298,0.03989752793310393,0.03986874073628097,2.8787196822950357e-05,0.0,0.0,0.0,2.0,2.0,0.0,6.957142857142857,6.957142857142857,0.0,6.0,6.0,0.0
__all__,70,0.9162698412698415,0.8898701298701298,0.03989752793310393,0.03986874073628097,2.8787196822950357e-05,0.0,0.0,0.0,2.0,2.0,0.0,6.957142857142857,6.957142857142857,0.0,6.0,6.0,0.0
