bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_stage4_qwen_source_tracing_primary_full_expanded_v2_L26_top16_answer_adjacent_only,70,0.037787784679089054,0.0,0.12920155337298894,0.12535626863099397,0.0038452847419949954,0.0,0.0,0.0,2.0,2.0,0.0,12.957142857142857,12.985714285714286,-0.02857142857142857,15.971428571428572,16.0,-0.02857142857142857
__all__,70,0.037787784679089054,0.0,0.12920155337298894,0.12535626863099397,0.0038452847419949954,0.0,0.0,0.0,2.0,2.0,0.0,12.957142857142857,12.985714285714286,-0.02857142857142857,15.971428571428572,16.0,-0.02857142857142857
