bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_stage4_qwen_source_tracing_strict_full_adapter_v4_L14,70,0.9461801054360037,0.9380432470755051,0.03396527158926341,0.03419625283950198,-0.00023098125023855907,0.0,0.0,0.0,2.0,2.0,0.0,16.728571428571428,16.814285714285713,-0.08571428571428572,16.0,16.0,0.0
__all__,70,0.9461801054360037,0.9380432470755051,0.03396527158926341,0.03419625283950198,-0.00023098125023855907,0.0,0.0,0.0,2.0,2.0,0.0,16.728571428571428,16.814285714285713,-0.08571428571428572,16.0,16.0,0.0
