bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_stage4_qwen_source_tracing_primary_full_expanded_v2_L26_top32,70,0.9045686560724157,0.8720263863121008,0.03109268228420908,0.03100303849857606,8.964378563302508e-05,0.0,0.0,0.0,2.0,2.0,0.0,16.9,16.914285714285715,-0.014285714285714285,16.0,16.0,0.0
__all__,70,0.9045686560724157,0.8720263863121008,0.03109268228420908,0.03100303849857606,8.964378563302508e-05,0.0,0.0,0.0,2.0,2.0,0.0,16.9,16.914285714285715,-0.014285714285714285,16.0,16.0,0.0
