stage6_prompt_family,n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
A_step_visual,6,3,0.17455189587219685,0.013081058914254096,0.3360227328301396,0.13627344877344874,-0.023856388433111886,0.29640328598000937,-16.145543098449707,-30.848269708531447,-1.442816488367967,0.16666666666666666,-0.07710855810644074,-0.12196366894920581,-0.03225344726367567,0.0,0.04063764816881937,-0.0064176817119540736,0.0876929780495928,0.6666666666666666,4.833333333333333,0.6169283348647197,9.049738331801947,0.8333333333333334,-6.5,-13.452706906905636,0.452706906905636,0.16666666666666666,24.833333333333332,18.688873136447757,30.977793530218907,20.0,17.85292757457975,22.14707242542025,28.5,18.394430578471425,38.60556942152857,35.0,18.322714849232806,51.67728515076719
B_direct,6,3,0.5807322275913108,0.20353223787866298,0.9579322173039586,0.5483870967741936,0.14354440305263283,0.9532297904957544,3.5807199478149414,-1.6083159424495834,8.769755838079465,0.3333333333333333,0.010127467973434646,-0.01420803097925762,0.03446296692612691,0.6666666666666666,-0.011869941151691968,-0.03364330297968529,0.009903420676301357,0.16666666666666666,0.6666666666666666,-2.48020338325772,3.813536716591053,0.16666666666666666,2.0,-0.9071498069414998,4.9071498069415,0.3333333333333333,20.666666666666668,18.366042596743224,22.967290736590112,20.0,17.85292757457975,22.14707242542025,37.0,21.76738236546325,52.23261763453675,35.0,18.322714849232806,51.67728515076719
C_step_only,6,3,0.17871230435201338,0.03050450512318406,0.32692010358084267,0.12902494331065759,-0.01976839252842985,0.277818279149745,-14.54386043548584,-24.32291444818375,-4.764806422787931,0.0,-0.061711734348418916,-0.11005620276988544,-0.013367265926952393,0.0,0.017365935932559716,-0.02169131115170808,0.05642318301682751,0.5,2.1666666666666665,-0.7587787884924468,5.09211212182578,0.6666666666666666,-5.166666666666667,-12.964358062914092,2.6310247295807585,0.3333333333333333,22.166666666666668,18.136600772526585,26.19673256080675,20.0,17.85292757457975,22.14707242542025,29.833333333333332,16.46871370620672,43.19795296045994,35.0,18.322714849232806,51.67728515076719
D_visual_only,6,3,0.2146142306203281,0.08247100826612846,0.34675745297452776,0.17116054375912818,0.019400602714156057,0.3229204848041003,2.038812001546224,-3.372444002425589,7.4500680055180375,0.6666666666666666,-0.002468912646752017,-0.012234345000427027,0.007296519706922994,0.3333333333333333,-0.003366855393873833,-0.013046559069831395,0.006312848282083729,0.3333333333333333,0.16666666666666666,-2.1200000000000006,2.4533333333333336,0.5,1.5,-0.7490234917996448,3.749023491799645,0.3333333333333333,20.166666666666668,18.69848260312271,21.634850730210626,20.0,17.85292757457975,22.14707242542025,36.5,20.80571484053298,52.19428515946702,35.0,18.322714849232806,51.67728515076719
