stage6_sample_type,n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
compact_scene_inference,60,5,0.2452547243782903,0.1801729146821744,0.3103365340744062,0.13775340266127994,0.06727271178729209,0.20823409353526778,-6.8570150375366214,-9.772390462565662,-3.9416396125075814,0.31666666666666665,0.010691907729292705,-0.00533330325327599,0.0267171187118614,0.5333333333333333,-0.028073200323917042,-0.048496774134499945,-0.007649626513334142,0.43333333333333335,-1.4666666666666666,-2.8754797558132212,-0.057853577520111665,0.18333333333333332,-7.533333333333333,-10.371910595593949,-4.694756071072717,0.15,24.733333333333334,23.405902828983116,26.060763837683552,26.2,25.60923812477417,26.79076187522583,42.86666666666667,39.995399544798275,45.73793378853506,50.4,48.279782294516885,52.52021770548311
symbol_text_reading,24,2,0.37752658765565084,0.28448753898574985,0.4705656363255518,0.3098378851343295,0.20744935109239176,0.4122264191762673,-10.380456447601318,-18.097055494111473,-2.663857401091165,0.4583333333333333,-0.005304456576598844,-0.007879225609733463,-0.0027296875434642247,0.20833333333333334,-0.012670786470385187,-0.017437355381794396,-0.00790421755897598,0.16666666666666666,1.5833333333333333,0.5690186388144634,2.597648027852203,0.5833333333333334,2.2083333333333335,0.4624994033413907,3.9541672633252762,0.6666666666666666,20.083333333333332,19.154997072832654,21.01166959383401,18.5,17.8869676226722,19.1130323773278,22.208333333333332,20.54413403651912,23.872532630147543,20.0,18.365246993792532,21.634753006207468
visual_readout,59,5,0.2122412535589952,0.14461936911162915,0.27986313800636126,0.11284109492663542,0.03928007958428832,0.1864021102689825,-4.87541024159577,-7.139473375151871,-2.611347108039668,0.3389830508474576,-0.01850180106315567,-0.03082936407975899,-0.006174238046552349,0.3389830508474576,-0.00185841875089042,-0.013635335616931784,0.009918498115150944,0.5932203389830508,-0.9152542372881356,-2.7481538639229095,0.9176453893466383,0.3898305084745763,-0.8983050847457628,-4.337051474176724,2.5404413046851992,0.423728813559322,24.28813559322034,23.029959913645342,25.546311272795336,25.203389830508474,23.722477427182277,26.68430223383467,41.59322033898305,37.95448055361384,45.23196012435226,42.49152542372882,38.9127452733551,46.070305574102534
