n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
143,12,0.2538332554294668,0.21100874114938317,0.2966577697095504,0.1563562098151902,0.10950629656691113,0.20320612306346925,-6.630776652089366,-8.646484706012451,-4.615068598166279,0.34965034965034963,-0.004037753544104855,-0.012719078726681361,0.004643571638471651,0.3986013986013986,-0.014672290916271336,-0.024702163727043484,-0.004642418105499188,0.45454545454545453,-0.7272727272727273,-1.712650110754909,0.25810465620945444,0.3356643356643357,-3.160839160839161,-5.1319704932866985,-1.1897078283916234,0.34965034965034963,23.76923076923077,22.94909231594382,24.58936922251772,24.496503496503497,23.69498855385705,25.298018439149942,38.87412587412587,36.57882927356449,41.16942247468726,42.03496503496503,39.5822368712119,44.48769319871817
