n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
24,3,0.2871526646089623,0.16014275717268345,0.4141625720452412,0.246211508154357,0.11248765755251158,0.37993535875620243,-6.267467896143596,-12.086912532230631,-0.44802326005656035,0.2916666666666667,-0.03279043428204425,-0.05528445694306404,-0.01029641162102446,0.25,0.010691696888953321,-0.006712733749502209,0.02809612752740885,0.4166666666666667,1.9583333333333333,0.2837120624287197,3.6329546042379466,0.5416666666666666,-2.0416666666666665,-5.05987659700201,0.976543263668677,0.2916666666666667,21.958333333333332,19.986018458323873,23.93064820834279,20.0,18.998922319827713,21.001077680172287,32.958333333333336,26.34789386048778,39.56877280617889,35.0,27.2241757042574,42.775824295742595
