stage6_question_variant,n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
original,12,3,0.41676049800820736,0.1979105447477258,0.6356104512686889,0.3858881980803473,0.15526036919761627,0.6165160269630783,-7.803498903910319,-16.04508011250884,0.43808230468820053,0.25,-0.04001043871619315,-0.07092329991257836,-0.009097577519807946,0.3333333333333333,0.019338545862336697,-0.005977082735778804,0.044654174460452195,0.4166666666666667,2.0833333333333335,-0.12070405475263302,4.2873707214193,0.5,-3.9166666666666665,-8.295761518022562,0.46242818468922975,0.08333333333333333,22.083333333333332,18.96130035801262,25.205366308654046,20.0,18.552444066083048,21.447555933916952,31.083333333333332,21.716198706826084,40.45046795984058,35.0,23.756176645092488,46.24382335490751
paraphrase_1,12,3,0.15754483120971727,0.06905364857065768,0.24603601384877685,0.10653481822836659,0.01729662794682542,0.19577300850990775,-4.731436888376872,-13.219637823325055,3.7567640465713117,0.3333333333333333,-0.02557042984789537,-0.05909512939394287,0.007954269698152126,0.16666666666666666,0.0020448479155699413,-0.021905677659808165,0.02599537349094805,0.4166666666666667,1.8333333333333333,-0.7855622624119685,4.452228929078635,0.5833333333333334,-0.16666666666666666,-4.224081378205795,3.890748044872461,0.5,21.833333333333332,19.28198510587049,24.384681560796174,20.0,18.552444066083048,21.447555933916952,34.833333333333336,25.21366933953733,44.45299732712934,35.0,23.756176645092488,46.24382335490751
