candidates,clean_correct_minus_wrong_ci_low_sem,clean_correct_minus_wrong_mean,clean_correct_minus_wrong_positive_frac,clean_source_minus_controls_ci_low_sem,clean_source_minus_controls_mean,clean_source_minus_controls_positive_frac,evidence_specificity_ci_low_sem,evidence_specificity_mean,evidence_specificity_positive_frac,real_minus_shifted_ci_low_sem,real_minus_shifted_mean,real_minus_shifted_positive_frac,real_minus_shuffled_ci_low_sem,real_minus_shuffled_mean,real_minus_shuffled_positive_frac,restore_correct_minus_wrong_ci_low_sem,restore_correct_minus_wrong_mean,restore_correct_minus_wrong_positive_frac,restore_source_minus_controls_ci_low_sem,restore_source_minus_controls_mean,restore_source_minus_controls_positive_frac,stage6_prompt_family,stage6_question_variant,stage6_sample_type,unique_samples
16,-0.023023126242251862,0.015625,0.4375,-0.016687873181026824,0.0234375,0.4375,26.72990747507523,28.181640625,1.0,-0.022668003545116392,0.022135416666666668,0.5625,-0.027799051066009352,0.006510416666666667,0.375,-0.02429937689820719,-0.0026041666666666657,0.375,-0.013854166666666666,0.009114583333333334,0.4375,,,compact_scene_inference,1
16,-0.003556488854816676,0.02734375,0.625,-0.02029658373516833,0.006510416666666666,0.5,25.93809128561689,26.3671875,1.0,0.015957055821595185,0.049479166666666664,0.6875,0.002376473101549311,0.03125,0.625,-0.009449477155640627,0.02083333333333333,0.5625,0.023405444850418386,0.041666666666666664,0.6875,,,symbol_text_reading,1
32,-0.008711304884021928,0.016276041666666664,0.5,-0.021354676603832928,0.004557291666666665,0.40625,23.400531038785722,23.962890625,1.0,-0.010008263390486962,0.023849487304687503,0.5625,0.020705192889910247,0.052495320638020836,0.71875,0.01072754051052903,0.031987508138020836,0.71875,0.017708168052116245,0.040125528971354164,0.65625,,,visual_readout,2
