variant,n,route_first_234_frac,route_first_evidence_gold_frac,restore_source_minus_controls_mean,real_minus_shifted_mean,real_minus_shuffled_mean,evidence_specificity_mean
original,48,0.125,0.08333333333333333,0.014756944444444442,0.009765625,-0.001953125,17.746866861979168
dilate,48,0.125,0.08333333333333333,0.014756944444444442,0.009765625,-0.001953125,17.746866861979168
erode,48,0.125,0.08333333333333333,0.014756944444444442,0.009765625,-0.001953125,17.746866861979168
