correct_minus_wrong_ci_low_sem,correct_minus_wrong_mean,correct_minus_wrong_positive_frac,delta_from_baseline_ci_low_sem,delta_from_baseline_mean,delta_from_baseline_positive_frac,fixed_node_positive_ci_low_sem,fixed_node_positive_mean,fixed_node_positive_positive_frac,fixed_node_strength_ci_low_sem,fixed_node_strength_mean,fixed_node_strength_positive_frac,model,retention_ratio_ci_low_sem,retention_ratio_mean,retention_ratio_positive_frac,rows,stage6_question_variant,unique_samples
-0.19312140664845062,-0.08214613970588236,0.19852941176470587,-0.15257660476749407,0.013442095570808821,0.3235294117647059,0.2863107411946648,0.36764705882352944,0.36764705882352944,-0.11293208546135584,-0.0012637867570588215,0.36764705882352944,gemma,0.1548490196211383,0.3046517390845914,0.5454545454545454,136,original,12
-0.16156508401687636,-0.05339478417266187,0.17985611510791366,-0.17243951819407494,0.012702338106043163,0.4892086330935252,0.1859005120553768,0.2589928057553957,0.2589928057553957,-0.10046468419183742,0.0003372302214388514,0.2589928057553957,gemma,-0.08466005414448224,0.10468176557904366,0.33088235294117646,139,paraphrase_1,12
-0.0935200095112682,-0.030294514388489208,0.14388489208633093,-0.17326763738711365,0.013938848896115102,0.49640287769784175,0.2188776886929586,0.2949640287769784,0.2949640287769784,-0.059582131507308025,0.0015737410059712231,0.2949640287769784,gemma,-0.16651951926693723,0.004079811388397103,0.2846715328467153,139,paraphrase_2,12
0.003655563386053518,0.008382161458333334,0.46484375,-0.017227646282973512,-0.01199001736111111,0.2838541666666667,0.5064039988169495,0.5416666666666666,0.5416666666666666,0.013207985756818467,0.01752387152777778,0.5416666666666666,qwen,0.13021250476686633,0.24016129032258066,0.5758064516129032,768,original,12
-0.006943172366141075,-0.0023057725694444445,0.3854166666666667,-0.03496176575329865,-0.028917100694444444,0.3268229166666667,0.35481496469840773,0.3893229166666667,0.3893229166666667,-0.0037857257082409834,0.0005967881944444448,0.3893229166666667,qwen,-0.06329525703147632,0.0563978494623656,0.38064516129032255,768,paraphrase_1,12
-0.009024939889602571,-0.004150390625,0.3958333333333333,-0.03760988607283874,-0.03176540798611111,0.3046875,0.3126805435980331,0.3463541666666667,0.3463541666666667,-0.0064054578412964655,-0.002251519097222222,0.3463541666666667,qwen,-0.058956160325905525,0.04948924731182796,0.36774193548387096,768,paraphrase_2,12
