correct_minus_wrong_ci_low_sem,correct_minus_wrong_mean,correct_minus_wrong_positive_frac,rows,source_damage_target_logit_ci_low_sem,source_damage_target_logit_mean,source_damage_target_logit_positive_frac,source_minus_controls_ci_low_sem,source_minus_controls_mean,source_minus_controls_positive_ci_low_sem,source_minus_controls_positive_frac,source_minus_controls_positive_mean,source_minus_controls_positive_positive_frac,stage6_prompt_family,unique_samples
-0.19463467459122796,-0.09225643382352941,0.10294117647058823,68,0.01401017324395434,0.04193474264705882,0.22058823529411764,-0.021422164641756402,0.011144301470882353,0.1337227218816068,0.23529411764705882,0.23529411764705882,0.23529411764705882,A_step_visual,9
-0.24291360527246125,-0.11030190677966102,0.2457627118644068,118,-0.26123642861264623,-0.11347987288135593,0.2966101694915254,-0.18386506132146088,-0.009136652524661011,0.2933425277845704,0.3813559322033898,0.3813559322033898,0.3813559322033898,B_direct,12
-0.11476126380947019,-0.053013392857142856,0.16071428571428573,112,-0.001895565985178066,0.017299107142857144,0.1875,-0.012045898534093621,0.008858816963660714,0.22627048487159818,0.3125,0.3125,0.3125,C_step_only,12
-0.09710364403326491,0.02087823275862069,0.15517241379310345,116,-0.10302225655207423,-0.03946659482758621,0.1206896551724138,-0.0740972989994218,-0.00498383621025862,0.18636169047839252,0.2672413793103448,0.2672413793103448,0.2672413793103448,D_visual_only,11
