variant,n,route_first_234_frac,route_first_evidence_gold_frac,restore_source_minus_controls_mean,real_minus_shifted_mean,real_minus_shuffled_mean,evidence_specificity_mean
original,132,0.14393939393939395,0.09090909090909091,0.026830808080808084,0.04640151515151515,0.03409090909090909,15.14410215435606
dilate,132,0.16666666666666666,0.11363636363636363,0.019728535353535352,0.058712121212121215,0.04640151515151515,12.631216338186553
erode,132,0.10606060606060606,0.07575757575757576,0.021464646464646464,0.030776515151515152,0.018465909090909092,12.128196022727273
