pack,n,node_overlap_jaccard_mean,edge_overlap_jaccard_mean,a_traced_nodes_mean,b_traced_nodes_mean,a_traced_edges_mean,b_traced_edges_mean,a_total_path_mass_mean,b_total_path_mass_mean
primary,71,0.30924465445715554,0.2093654008657556,28.323943661971832,29.788732394366196,48.014084507042256,51.57746478873239,0.24539111432875121,0.25691432634083866
strict,71,0.2998760290821914,0.1996125772824626,28.169014084507044,29.507042253521128,47.42253521126761,51.2112676056338,0.24583319318971145,0.25772898571080655
