pack,mode,topk,n,route_restore_source_minus_controls_mean,route_real_minus_shifted_mean,route_real_minus_shuffled_mean,route_correct_minus_wrong_mean,gate1_frac,gate2_frac,gate3_frac,gate4_frac,gate5_frac,all_gates_frac
strict,full,4,87,0.002828663793103449,0.024739583333333332,0.019351652298850573,0.048670977011494254,1.0,0.4482758620689655,0.3563218390804598,0.27586206896551724,0.5517241379310345,0.06896551724137931
strict,full,8,87,0.012467073754789273,0.043013649425287355,0.02684985632183908,0.05500179597701149,1.0,0.45977011494252873,0.4482758620689655,0.3563218390804598,0.5517241379310345,0.09195402298850575
strict,full,16,87,0.005088601532567051,0.027388649425287355,0.01733117816091954,0.06487966954022989,1.0,0.4367816091954023,0.42528735632183906,0.2988505747126437,0.5862068965517241,0.034482758620689655
strict,full,32,87,0.004190613026819924,0.02429058908045977,0.01710668103448276,0.07938218390804598,1.0,0.632183908045977,0.3793103448275862,0.3103448275862069,0.6206896551724138,0.08045977011494253
strict,full,64,87,0.006046455938697319,0.02720905172413793,0.018947557471264368,0.08656609195402298,1.0,0.632183908045977,0.42528735632183906,0.3103448275862069,0.6781609195402298,0.11494252873563218
