n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
24,3,0.32192716370327074,0.1892829816834625,0.454571345723079,0.29227953564438397,0.14614239702158807,0.4384166742671799,-9.464211702346802,-16.88173732661719,-2.046686078076414,0.2916666666666667,-0.05069299216213013,-0.0782515505676467,-0.023134433756613563,0.16666666666666666,0.030903730904386684,0.011116213119834129,0.05069124868893924,0.8333333333333334,1.9166666666666667,0.09308694667384909,3.7402463866594844,0.5416666666666666,-0.125,-3.9027190514759114,3.6527190514759114,0.3333333333333333,26.583333333333332,24.703379715856364,28.4632869508103,24.666666666666668,23.403327023838937,25.9300063094944,42.875,38.20432843949749,47.54567156050251,43.0,37.53721735716141,48.46278264283859
