delta_target_error_ratio_ci_low_sem,delta_target_error_ratio_mean,delta_target_error_ratio_positive_frac,delta_target_feature_ratio_ci_low_sem,delta_target_feature_ratio_mean,delta_target_feature_ratio_positive_frac,delta_target_total_in_abs_ci_low_sem,delta_target_total_in_abs_mean,delta_target_total_in_abs_positive_frac,edge_overlap_jaccard_ci_low_sem,edge_overlap_jaccard_mean,edge_overlap_jaccard_positive_frac,node_overlap_jaccard_ci_low_sem,node_overlap_jaccard_mean,node_overlap_jaccard_positive_frac,rows,stage6_question_variant,unique_samples
-0.02724777791017663,-0.014189421394027197,0.39473684210526316,-0.009751156389774591,0.003947011531774093,0.42105263157894735,-8.547114809142723,-5.411836072018272,0.34210526315789475,0.23801997689960738,0.3769691747297902,0.8421052631578947,0.32679926212542343,0.4499940906989176,1.0,38,original,12
-0.019959410700590742,-0.009531560308941187,0.425,-0.012351910110765967,-0.0010292503891216808,0.3,-7.688136027763931,-3.98453893661499,0.425,0.054298845817793144,0.10959840255705891,0.75,0.16255985332330217,0.21591860496002663,1.0,40,paraphrase_1,12
-0.029131531628663984,-0.014912777308721743,0.4634146341463415,-0.009726239326612828,0.005757163152558622,0.4634146341463415,-7.145111533095357,-3.614223340662514,0.4878048780487805,0.0346451758849548,0.07351319388950309,0.6829268292682927,0.1458783726716548,0.186240135121543,1.0,41,paraphrase_2,12
