asset_id,case_count,direction,mean_oriented_first_token_gap,mean_oriented_margin_gap,mean_oriented_rank_gap,mean_oriented_sequence_gap,positive_first_token_frac,positive_margin_frac,positive_rank_frac,positive_sequence_frac,source_decoded_changed_vs_reference_count,source_decoded_to_clean_count
gemma3_hidden,3,corrupt,1.5833333333333333,1.1666666666666667,1.3333333333333333,-0.733587900797526,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0
gemma3_hidden,3,restore,27.6875,11.270833333333334,1601.3333333333333,18.071619669596355,1.0,0.6666666666666666,1.0,0.6666666666666666,2,0
qwen2p5vl_clt,15,corrupt,0.014583333333333334,,0.16666666666666666,0.03854977289835612,0.6,,0.4666666666666667,0.5333333333333333,0,15
qwen2p5vl_clt,15,restore,0.28958333333333336,,500.85,0.12690483729044597,0.8,,0.8,0.8,0,0
qwen2p5vl_plt,15,corrupt,-0.04583333333333333,,0.0,0.20487918853759765,0.4666666666666667,,0.0,0.7333333333333333,2,13
qwen2p5vl_plt,15,restore,0.09375,,57.666666666666664,-0.03182970682779948,0.8666666666666667,,0.8,0.3333333333333333,0,0
