candidates,clean_correct_minus_wrong_ci_low_sem,clean_correct_minus_wrong_mean,clean_correct_minus_wrong_positive_frac,clean_source_minus_controls_ci_low_sem,clean_source_minus_controls_mean,clean_source_minus_controls_positive_frac,evidence_specificity_ci_low_sem,evidence_specificity_mean,evidence_specificity_positive_frac,real_minus_shifted_ci_low_sem,real_minus_shifted_mean,real_minus_shifted_positive_frac,real_minus_shuffled_ci_low_sem,real_minus_shuffled_mean,real_minus_shuffled_positive_frac,restore_correct_minus_wrong_ci_low_sem,restore_correct_minus_wrong_mean,restore_correct_minus_wrong_positive_frac,restore_source_minus_controls_ci_low_sem,restore_source_minus_controls_mean,restore_source_minus_controls_positive_frac,stage6_prompt_family,stage6_question_variant,stage6_sample_type,unique_samples
16,-0.022297275226222036,0.015624999999999997,0.5,-0.03628665450436726,-0.014322916666666668,0.1875,24.312043335438332,25.61865234375,1.0,-0.018811148049401212,0.020751953125,0.5625,0.013780853223055285,0.049397786458333336,0.625,0.010518219361727955,0.041585286458333336,0.625,0.021028928256232187,0.045491536458333336,0.6875,A_step_visual,original,,4
16,-0.009449477155640616,0.020833333333333336,0.5,-0.030917944178404818,0.0026041666666666665,0.375,24.312043335438332,25.61865234375,1.0,-0.03331542007331846,0.007161458333333334,0.5,-0.03586887564470951,0.0032552083333333348,0.4375,-0.02612557104310139,0.000651041666666665,0.5625,-0.020271953690494417,0.007161458333333333,0.375,A_step_visual,paraphrase_1,,4
16,-0.017684787318054833,0.016927083333333336,0.5,0.001254181858842518,0.03515625,0.6875,24.312043335438332,25.61865234375,1.0,0.017665883750896456,0.06884765625,0.75,0.014981435298076162,0.06233723958333333,0.75,0.01088455673259307,0.04085286458333333,0.6875,0.023300567494916033,0.05322265625,0.6875,B_direct,original,,4
16,-0.016507091707070556,0.022135416666666664,0.5625,-0.029951902603467098,0.015625,0.5,24.312043335438332,25.61865234375,1.0,-0.017725569758257783,0.022552490234375003,0.5625,-0.0038373684705755758,0.027760823567708332,0.625,-0.021909949650808513,-0.0008850097656249998,0.5,0.0016669317319311719,0.025156656901041668,0.6875,B_direct,paraphrase_1,,4
