attempted_over_planned,attempted_rows,error_rows,not_attempted_rows,out_of_range_over_attempted,planned_aligned_rows,planned_rows,skipped_unaligned_rows,source_pos_out_of_range_rows,unique_samples,usable_exact_over_planned,usable_exact_over_planned_aligned,usable_exact_rows
1.0,524,14,0,0.026717557251908396,428,524,96,14,12,0.7900763358778626,0.9672897196261683,414
