stage6_question_variant,n,unique_original_samples,node_overlap_jaccard_mean,node_overlap_jaccard_ci_low,node_overlap_jaccard_ci_high,edge_overlap_jaccard_mean,edge_overlap_jaccard_ci_low,edge_overlap_jaccard_ci_high,delta_target_total_in_abs_mean,delta_target_total_in_abs_ci_low,delta_target_total_in_abs_ci_high,delta_target_total_in_abs_positive_frac,delta_target_feature_ratio_mean,delta_target_feature_ratio_ci_low,delta_target_feature_ratio_ci_high,delta_target_feature_ratio_positive_frac,delta_target_error_ratio_mean,delta_target_error_ratio_ci_low,delta_target_error_ratio_ci_high,delta_target_error_ratio_positive_frac,delta_traced_nodes_mean,delta_traced_nodes_ci_low,delta_traced_nodes_ci_high,delta_traced_nodes_positive_frac,delta_traced_edges_mean,delta_traced_edges_ci_low,delta_traced_edges_ci_high,delta_traced_edges_positive_frac,a_traced_nodes_mean,a_traced_nodes_ci_low,a_traced_nodes_ci_high,b_traced_nodes_mean,b_traced_nodes_ci_low,b_traced_nodes_ci_high,a_traced_edges_mean,a_traced_edges_ci_low,a_traced_edges_ci_high,b_traced_edges_mean,b_traced_edges_ci_low,b_traced_edges_ci_high
original,48,12,0.3817317346611307,0.2768119289237809,0.48665154039848046,0.30440542459824577,0.1874259854852104,0.42138486371128114,-8.078742583592733,-11.31498866901524,-4.8424964981702265,0.2708333333333333,-0.00649305428368941,-0.022376161525476602,0.009390052958097781,0.4166666666666667,-0.015088879887116477,-0.033317401659491125,0.0031396418852581674,0.4375,-1.0833333333333333,-2.6205288239458113,0.45386215727914503,0.22916666666666666,-5.520833333333333,-8.521026705253306,-2.5206399614133614,0.16666666666666666,23.416666666666668,22.13566427030673,24.697669063026606,24.5,23.111615562058645,25.888384437941355,36.645833333333336,32.952869064401455,40.33879760226522,42.166666666666664,37.89441422815777,46.43891910517556
paraphrase_1,48,12,0.19979065667680684,0.15292076589168785,0.24666054746192584,0.09558510104310099,0.04857070223405032,0.14259949985215165,-5.967453797658284,-9.568923318472034,-2.3659842768445345,0.3541666666666667,-0.008630501684397156,-0.02294251466641431,0.00568151129762,0.3125,-0.012161734181273587,-0.02898233202715423,0.004658863664607056,0.4583333333333333,-0.14583333333333334,-1.9940365971475498,1.7023699304808833,0.3958333333333333,-2.5416666666666665,-6.199171912288251,1.115838578954918,0.4166666666666667,24.354166666666668,22.857772660836126,25.85056067249721,24.5,23.111615562058645,25.888384437941355,39.625,35.599292075823165,43.650707924176835,42.166666666666664,37.89441422815777,46.43891910517556
paraphrase_2,47,12,0.17840597323814358,0.1419876463596702,0.21482430011661696,0.06722112282526703,0.0328468103061194,0.10159543534441466,-5.829439041462351,-9.493893390611458,-2.1649846923132436,0.425531914893617,0.003160253822577893,-0.01181399180464714,0.018134499449802926,0.46808510638297873,-0.016810811186044227,-0.034187480070447,0.0005658576983585441,0.46808510638297873,-0.9574468085106383,-2.702556992367704,0.7876633753464272,0.3829787234042553,-1.3829787234042554,-4.89993818154148,2.133980734732969,0.46808510638297873,23.53191489361702,22.04056783575242,25.023261951481622,24.48936170212766,23.0712760676294,25.907447336625918,40.38297872340426,36.17842153536653,44.58753591144198,41.765957446808514,37.47619572221955,46.05571917139748
