position_group,direction,feature_group,mask_condition,n_rows,n_prompt_runs,mean_effect_logit_signed,ci95_low_effect_logit_signed,ci95_high_effect_logit_signed,positive_frac_effect_logit_signed,mean_gap_closure,mean_effect_rank
top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,union_mask,144,144,-0.0009765625,-0.00202789306640625,0.0,0.24305555555555555,-9.322100081639543e-06,0.09027777777777778
top_hidden_delta,restore,drop_matched_topk,union_mask,144,144,0.0011054144965277778,-0.0017973158094618054,0.004096137152777778,0.4444444444444444,-0.009454831165465595,0.3888888888888889
top_hidden_delta,restore,evidence_attribution_topk,union_mask,144,144,0.006740993923611111,0.0013761732313368057,0.012858581542968747,0.5208333333333334,0.004749952272654925,2.625
top_hidden_delta,restore,random_active_topk,union_mask,144,144,0.0007798936631944445,-0.00047488742404513886,0.002163357204861111,0.3125,0.00010551896525029082,0.20833333333333334
top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,union_mask,144,144,0.0030517578125,-0.0035675048828124997,0.010104709201388888,0.4166666666666667,0.014030831598593026,0.0625
top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,union_mask,144,144,0.006089952256944444,0.0023461235894097223,0.010158962673611112,0.4513888888888889,-0.009563197123050935,0.2222222222222222
top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,union_mask,144,144,-0.004258897569444444,-0.014431762695312501,0.005331759982638881,0.4513888888888889,0.04220157408645571,-0.11805555555555555
top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,union_mask,144,144,-0.0009901258680555555,-0.00903354220920139,0.006430392795138881,0.4652777777777778,0.05094217004755481,-0.0625
top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,union_mask,144,144,0.001193576388888889,-0.001587253146701389,0.0039608425564236095,0.4097222222222222,-0.0050274750372008075,0.041666666666666664
top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,union_mask,144,144,0.007459852430555556,0.0014095730251736111,0.013611348470052081,0.5,-0.0033640867437116145,-0.2013888888888889
top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,union_mask,144,144,0.0011121961805555555,-0.00431365966796875,0.006307474772135413,0.3958333333333333,-0.013395055317833192,0.7361111111111112
top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,union_mask,144,144,0.005906846788194444,0.00031873914930555556,0.011420525444878472,0.4652777777777778,-0.002563298558724581,1.3402777777777777
top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,union_mask,144,144,0.002922905815972222,-0.005046759711371528,0.011550055609809023,0.4722222222222222,0.0045133721645690085,2.7291666666666665
top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,union_mask,144,144,0.0015326605902777778,-0.0013632880316840276,0.004523552788628472,0.4236111111111111,-0.004946893579250765,0.2013888888888889
