asset_id,selection_mode,pair_count,clean_mask_answer_diff_count,clean_target_hit_count,mask_target_hit_count,source_restore_target_hit_count,source_restore_to_clean_count,source_restore_changed_vs_mask_count,control_restore_to_clean_count,source_zeroing_changed_vs_clean_count,control_zeroing_changed_vs_clean_count,mean_source_restore_logit_vs_mask,mean_control_restore_logit_vs_mask,mean_source_minus_control_restore_logit,mean_source_restore_rank_vs_mask,mean_control_restore_rank_vs_mask,mean_source_zeroing_logit_damage,mean_control_zeroing_logit_damage,mean_source_minus_control_zeroing_logit,mean_source_zeroing_rank_damage,mean_control_zeroing_rank_damage
qwen2p5vl_clt,effect_gap,4,4,0,0,0,0,0,0,2,0,0.828125,0.015625,0.8125,18.25,-1.0,2.5078125,0.140625,2.3671875,136.0,0.75
qwen2p5vl_clt,rankaware,6,6,4,0,0,0,0,0,0,1,0.17708333333333334,-0.08333333333333333,0.2604166666666667,41.166666666666664,-103.0,0.4791666666666667,-0.25,0.7291666666666666,0.0,0.16666666666666666
qwen2p5vl_plt,effect_gap,4,3,1,2,2,0,0,0,0,1,0.15625,-0.15625,0.3125,0.25,-0.75,0.265625,-0.515625,0.78125,0.0,-0.75
qwen2p5vl_plt,rankaware,6,6,3,0,0,0,0,0,1,2,0.057291666666666664,-0.109375,0.16666666666666666,25.666666666666668,-15.666666666666666,0.13541666666666666,-0.2708333333333333,0.40625,0.0,-0.5
