bucket,count,node_overlap_jaccard,edge_overlap_jaccard,a_target_top3_concentration,b_target_top3_concentration,delta_target_top3_concentration,a_target_error_ratio,b_target_error_ratio,delta_target_error_ratio,a_traced_max_depth,b_traced_max_depth,delta_traced_max_depth,a_traced_nodes,b_traced_nodes,delta_traced_nodes,a_traced_edges,b_traced_edges,delta_traced_edges
paperpack_strict_full,71,0.2998760290821914,0.1996125772824626,0.07979531258834503,0.08288782913789443,-0.003092516549549396,0.6078012748790904,0.6017629227222718,0.006038352156819072,3.535211267605634,3.704225352112676,-0.16901408450704225,28.169014084507044,29.507042253521128,-1.3380281690140845,47.42253521126761,51.2112676056338,-3.788732394366197
__all__,71,0.2998760290821914,0.1996125772824626,0.07979531258834503,0.08288782913789443,-0.003092516549549396,0.6078012748790904,0.6017629227222718,0.006038352156819072,3.535211267605634,3.704225352112676,-0.16901408450704225,28.169014084507044,29.507042253521128,-1.3380281690140845,47.42253521126761,51.2112676056338,-3.788732394366197
