position_group,direction,feature_group,mask_condition,n_pairs,mean_plt,mean_clt,mean_clt_minus_plt,ci95_low_clt_minus_plt,ci95_high_clt_minus_plt,plt_positive_frac,clt_positive_frac,same_positive_frac,sign_agreement_frac,kind,mask_variant,intervention
top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,union_mask,144,-0.07957628038194445,0.0506591796875,0.13023546006944445,0.08210957845052083,0.17943250868055555,0.3125,0.4652777777777778,0.19444444444444445,0.375,feature,,
top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,union_mask,144,0.005655924479166667,0.035929361979166664,0.0302734375,-0.020643446180555556,0.08266737196180549,0.3541666666666667,0.4583333333333333,0.1527777777777778,0.3958333333333333,feature,,
top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,union_mask,144,0.0008409288194444445,-0.013373480902777778,-0.014214409722222222,-0.05181681315104167,0.02262573242187499,0.3472222222222222,0.3819444444444444,0.14583333333333334,0.3958333333333333,feature,,
top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,union_mask,144,0.057183159722222224,0.4406873914930556,0.3835042317708333,0.23897705078125,0.5255564371744791,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.4722222222222222,feature,,
top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,union_mask,144,0.006618923611111111,0.0078125,0.001193576388888889,-0.018965657552083334,0.022515869140625,0.3472222222222222,0.3611111111111111,0.1527777777777778,0.4513888888888889,feature,,
,,,answer_mask,121,-0.0029700413223140497,0.008910123966942149,0.011880165289256199,-0.013787286931818181,0.04081143465909088,0.15702479338842976,0.2644628099173554,0.06611570247933884,0.3884297520661157,source_control,mask_shuffled,restore
,,,answer_mask,121,0.035761557334710745,0.11159647791838843,0.07583492058367769,0.010378196022727274,0.14210724633587285,0.4214876033057851,0.5041322314049587,0.2727272727272727,0.4214876033057851,source_control,real_mask,restore
,,,answer_mask,121,0.18491735537190082,0.6167355371900827,0.4318181818181818,0.34799522210743805,0.5250581095041321,0.9256198347107438,0.9752066115702479,0.9090909090909091,0.9090909090909091,source_control,real_mask,zeroing
,,,union_mask,120,-0.011848958333333333,0.023819986979166666,0.0356689453125,0.012742513020833334,0.060831705729166664,0.10833333333333334,0.31666666666666665,0.03333333333333333,0.43333333333333335,source_control,mask_shuffled,restore
,,,union_mask,120,0.022086588541666667,0.141748046875,0.11966145833333333,0.05790771484375,0.18649251302083333,0.35833333333333334,0.5666666666666667,0.25,0.425,source_control,real_mask,restore
,,,union_mask,120,0.198828125,0.5821614583333333,0.38333333333333336,0.2958268229166667,0.47527343749999995,0.925,0.9583333333333334,0.8916666666666667,0.8916666666666667,source_control,real_mask,zeroing
